OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
3866,S0335,Corcoran 2 Solar LLC CED,0,RWE Clean Energy,Kings,19.8,1,SUN,6/10/2015 12:00:00 AM,0,-119.567892971,36.137169611
3867,S0520,Corcoran 3 Solar,0,RWE Clean Energy,Kings,20,Unit 1,SUN,2/11/2016 12:00:00 AM,0,-119.579712248,36.144318942
3868,C0007,Hanford - Retired October 2011,1,Hanford LP,Kings,0,GEN 1,PC,9/1/1990 12:00:00 AM,0,-119.648391474,36.2696401320001
3869,G0832,Hanford Energy Park Peaker,0,"MRP San Joaquin Energy, LLC",Kings,92,"1, 2",NG,9/1/2001 12:00:00 AM,1,-119.647437264,36.270308115
3870,S0608,Exeter Solar,0,Altus Power,Tulare,3.5,ES,SUN,2/12/2014 12:00:00 AM,0,-119.128325036,36.2662977900001
3871,S0609,Lindsay Solar,0,Altus Power,Tulare,4,LS,SUN,1/15/2014 12:00:00 AM,0,-119.133999715,36.211778205
3872,S9325,ImModo California 1 LLC_(East Orosi 1),0,Not Available,Tulare,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.039943647,36.1037174300001
3873,S9326,ImModo California 1 LLC_(East Orosi 2),0,Not Available,Tulare,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.038789671,36.1016196
3874,S9327,ImModo California 1 LLC_(East Orosi 3),0,Not Available,Tulare,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.037347202,36.0997336240001
3875,S0151,Porterville Solar,0,Tulare PV I LLC,Tulare,3.5,PS,SUN,1/13/2014 12:00:00 AM,0,-119.03967096,36.1027803650001
3876,S0518,Sequoia PV3,0,CD Arevon USA Inc.,Tulare,3,Porterville6&7,SUN,8/1/2014 12:00:00 AM,0,-119.036763845,36.0988212250001
3877,H0525,Tule River,0,Southern California Edison (SCE),Tulare,2.52,"1, 2",WAT,9/1/1909 12:00:00 AM,0,-118.788821491,36.1356899370001
3878,H0523,Tule,0,Pacific Gas & Electric (PG&E),Tulare,8.5,"1, 2",WAT,1/1/1914 12:00:00 AM,0,-118.707093898,36.1630755570001
3879,H0216,Haiwee,0,Los Angeles Department of Water & Power (LADWP),Inyo,6.4,"Unit 1, Unit 2",WAT,7/1/1927 12:00:00 AM,0,-117.956825682,36.109953897
3880,S9163,CA Dept of Correctionns Salinas (SVSP),0,Not Available,Monterey,2,1,SUN,1/1/2013 12:00:00 AM,0,-121.369453077,36.4722828210001
3881,E0089,Soledad Energy - Retired Jan 2006,1,Soledad Energy LLC,Monterey,0,BBC 13.4,WDS,7/15/2000 12:00:00 AM,0,-121.315596887,36.416288643
3882,G0107,Taft 26C Cogeneration Plant,0,Chevron North America Exploration and Production,Kern,12.48,"TG1, TG2, TG3, TG4",NG,7/1/1982 12:00:00 AM,0,-119.475416334,35.115683184
3883,W0455,City of Soledad,0,See WPRS for details,Monterey,1,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-121.340141107,36.4209101000001
3884,S0176,Cantua Solar Station,0,Pacific Gas & Electric (PG&E),Fresno,20,1,SUN,6/19/2012 12:00:00 AM,0,-120.342306547,36.4234282940001
3885,S0412,Maricopa West Solar PV,0,Onward Energy,Kern,20,1,SUN,12/30/2015 12:00:00 AM,0,-119.327504921,35.1141877430001
3886,S0458,Buford Five Points Solar Park (Excelsior),0,Clenera - Renewable Energy,Fresno,60,W5015,SUN,8/23/2016 12:00:00 AM,0,-120.242765264,36.396683244
3887,G0368,Berry Cogen Midway-Sunset 18MW,0,Solar Asset Management Services,Kern,27.6,"1, 2, Cogen 42",NG,12/1/1986 12:00:00 AM,0,-119.443595143,35.093123586
3888,S0138,Westside Solar Station,0,Pacific Gas & Electric (PG&E),Fresno,20,Unit 1,SUN,8/31/2010 12:00:00 AM,0,-120.125500599,36.377686243
3889,G0429,Chalk Cliff Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,3/20/1990 12:00:00 AM,0,-119.429915638,35.0968189720001
3890,G0638,Berry Cogen Midway-Sunset 38MW,0,Solar Asset Management Services,Kern,37.2,Cogen 18,NG,12/1/1986 12:00:00 AM,0,-119.440907672,35.0897635270001
3891,S0606,Algonquin Power SKIC 10 Solar LLC,0,Clearlight Energy,Kern,10,Unit 1,SUN,1/11/2017 12:00:00 AM,0,-119.247475039,35.1241584260001
3892,S0308,Adobe Solar,0,Southern Power Company,Kern,20,1,SUN,5/1/2014 12:00:00 AM,0,-118.952082595,35.1058738510001
3893,S9036,Services  Inc. #345 Ikea Distribution,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.94802311,34.975382257
3894,S9194,Fotowatio Renewable Ventures,0,Not Available,Kern,12,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-118.956904582,35.1058408970001
3895,G0797,Pastoria Energy Facility,0,Calpine Operating Services Company Inc,Kern,778,"PA1CT1, PA1CT2, PA1ST3, PA2CT4, PA2ST5",NG,5/4/2005 12:00:00 AM,1,-118.84390061,34.9560698110001
3896,S0374,Soledad,0,Not Available,Kern,1,1,SUN,12/30/2013 12:00:00 AM,0,-118.564862117,35.117013646
3897,S0375,CA Correctional Institution - Tahachapi,0,Silicon Ranch Corporation,Kern,0.99,1,SUN,2/22/2012 12:00:00 AM,0,-118.56403549,35.115898369
3898,S0376,CA Correctional Institution II - Tehachapi,0,Silicon Ranch Corporation,Kern,1.33,1,SUN,6/24/2013 12:00:00 AM,0,-118.57079809,35.118137329
3899,S0081,Catalina Solar Phase I and II,0,EDF Renewable Energy Inc,Kern,110,1,SUN,12/15/2012 12:00:00 AM,0,-118.337937513,34.934376151
3900,W0262,Windland Inc Boxcar I (retired 3/20/2020),1,See WPRS for details,Kern,0,WPRS 1,WND,12/29/1982 12:00:00 AM,0,-118.360219495,35.05358274
3901,W0271,Wind Stream Operations 6039 (Zond Systems  Inc - 6039),0,Not Available,Kern,6.34,WPRS 1,WND,2/1/1984 12:00:00 AM,0,-118.382582293,35.0687442820001
3902,W0272,Wind Stream Operations 6040 (Zond Systems  Inc - 6040),0,Not Available,Kern,6.66,WPRS 1,WND,9/1/1984 12:00:00 AM,0,-118.384337715,35.070501805
3903,W0273,Wind Stream Operations 6041 (Zond Systems  Inc - 6041),0,Not Available,Kern,4.5,WPRS 1,WND,12/1/1984 12:00:00 AM,0,-118.377632748,35.074019397
3904,W0274,Wind Stream Operations 6042 (Zond Systems  Inc - 6042),0,Not Available,Kern,6.34,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.368459472,35.10614049
3905,W0275,85A (Zond Systems  Inc - 6043) (retired 12/31/2019),1,Not Available,Kern,0,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.338871222,35.102474525
3906,W0276,85B (Zond Systems  Inc - 6044) (retired 12/31/2019),1,Not Available,Kern,0,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.333691992,35.101697938
3907,W0284,Wind Resource I (Calwind Wind Resource I),0,CalWind Resources Inc,Kern,8.71,WPRS 1,WND,3/24/2012 12:00:00 AM,0,-118.391447406,35.059656874
3908,W0301,Windland Inc Boxcar II (retired 3/20/2020),1,See WPRS for details,Kern,0,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.357582968,35.047217393
3909,W0304,Victory Gardens IV (6103) (retired 1/31/2020),1,Not Available,Kern,0,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.384653956,35.066226898
3910,W0306,Terra-Gen 251 Wind (Zond Monolith X) (retired 12/3/2020),1,Not Available,Kern,0,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.355972442,35.092535787
3911,W0310,Wind Stream Operations 6111 (AES Tehachapi Wind - Zond Systems  Inc - Northwind),0,Not Available,Kern,6.32,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.384743571,35.08652313
3912,W0370,Alta I Wind Energy Center,0,Terra-Gen Operating Company,Kern,150,WPRS 1,WND,12/29/2010 12:00:00 AM,0,-118.369035137,35.0379581400001
3913,W0419,"Windstar Energy, LLC",0,Windstar Energy LLC,Kern,120,WPRS 1,WND,1/1/2013 12:00:00 AM,0,-118.363991341,35.057984635
3914,W0420,Manzana Wind,0,See WPRS for details,Kern,189,WPRS 1,WND,1/28/2012 12:00:00 AM,0,-118.46783241,34.9443262350001
3915,W0442,Alta XI Wind Energy Center,0,See WPRS for details,Kern,89.65,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-118.392099398,35.06712422
3916,W0445,Coram Tehachapi LP (Retired 10/15/2023),1,See WPRS for details,Kern,0,WPRS 1,WND,12/1/1983 12:00:00 AM,0,-118.331892171,35.071372141
3917,W0449,Terra-Gen VG Wind,0,See WPRS for details,Kern,7.41,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.383602409,35.098238983
3918,W0266,CTV Management Group - 6029 - Merged with W0463 - 12/31/2015,1,See WPRS for details,Kern,0,WPRS 1,WND,6/3/2014 12:00:00 AM,0,-118.34188171,35.058009041
3919,W0280,CTV Management Group - Merged with W0463 - 12/31/2015,1,See WPRS for details,Kern,0,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.34188171,35.058009041
3920,W0285,Windridge Project (Retired 5/31/2015),1,Aero Energy LLC,Kern,0,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.3476996,35.057488865
3921,W0294,CTV Management Group - 6089 - Merged with W0263 - 12/31/2015,1,Coram Energy Group Ltd,Kern,0,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.375127399,35.077550651
3922,W0429,Helzel & Schwarzhoff 88 (Decommissioned 3/31/2016),1,See WPRS for details,Kern,0,WPRS 1,WND,12/24/1983 12:00:00 AM,0,-118.394100022,35.0905564810001
3923,W0463,Coram Energy LLC,0,See WPRS for details,Kern,15,WPRS 1,WND,1/1/2016 12:00:00 AM,0,-118.341826478,35.058021898
3924,W0481,Point Wind,0,"Terra-Gen, LLC",Kern,64.5,WPRS 1,WND,3/8/2021 12:00:00 AM,0,-118.364728704,35.086437039
3925,S0278,RE Rio Grande,0,MN8 Energy,Kern,5,1,SUN,11/18/2013 12:00:00 AM,0,-118.163942178,35.0492337060001
3926,S0294,RE Columbia 3,0,MN8 Energy,Kern,10,1,SUN,12/1/2013 12:00:00 AM,0,-118.172090555,35.0200164940001
3927,S0313,Camelot  LLC,0,Onward Energy,Kern,45,1,SUN,11/26/2014 12:00:00 AM,0,-118.182327349,35.014158949
3928,S0314,Columbia Two  LLC,0,Onward Energy,Kern,15,1,SUN,11/26/2014 12:00:00 AM,0,-118.183612627,35.0196082200001
3929,S0550,SEPV Mojave West,0,S-Power (Sustainable Power Group),Kern,20,Unit 1,SUN,6/15/2015 12:00:00 AM,0,-118.278226586,35.02441951
3930,W0259,Mogul Energy (retired 2018Q1),1,See WPRS for details,Kern,0,WPRS 1,WND,6/24/1982 12:00:00 AM,0,-118.278923959,35.0432894670001
3931,W0265,Ridgetop Energy II (Cannon Energy Corp),0,Ridgetop Energy LLC,Kern,46.86,WPRS 1,WND,12/31/1983 12:00:00 AM,0,-118.318351509,35.070460295
3932,W0270,Terra-Gen Mojave Windfarms (TPC Wind Farms - Tehachapi Power Purchase Trust),0,FPL Energy Operating Services Inc,Kern,28.28,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.262764785,35.044955643
3933,W0297,Ridgetop Energy (Cannon Energy Corp - 6092),0,Ridgetop Energy LLC,Kern,28.5,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.313887853,35.0706642800001
3934,W0312,Mojave 3 (Mojave 3-4-5 (Desertwind II PPC Trust) - 6113),1,FPL Energy Operating Services Inc,Kern,0,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.267783717,35.066285282
3935,W0313,"Mojave 16, 17, 18 (Mojave 16-17-18  (Desertwind III PPC Trust) - 6063-6114)",0,FPL Energy Operating Services LLC,Kern,83.55,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.265040259,35.051381464
3936,W0319,Oak Creek Wind Power,0,See WPRS for details,Kern,31.5,WPRS 1,WND,2/7/2014 12:00:00 AM,0,-118.270893393,35.048448991
3937,W0320,Wind Resource II (Calwind),0,CalWind Resources Inc,Kern,19.96,WPRS 1,WND,5/17/2013 12:00:00 AM,0,-118.306775377,35.1047734630001
3938,W0372,Alta II Wind Energy Center,0,Terra-Gen Operating Company,Kern,150,WPRS 1,WND,12/29/2010 12:00:00 AM,0,-118.308529093,35.0151854850001
3939,W0374,Difwind Farms Ltd VI,0,See WPRS for details,Kern,23,WPRS 1,WND,1/1/1983 12:00:00 AM,0,-118.216118332,35.0602865020001
3940,W0385,"Oasis Power Partners, LLC",0,Oasis Power Partners LLC,Kern,60,WPRS 1,WND,1/27/2009 12:00:00 AM,0,-118.295231777,35.059230567
3941,W0387,Alta III Wind Energy Center,0,Terra-Gen Operating Company,Kern,150,WPRS 1,WND,1/1/1984 12:00:00 AM,0,-118.297784557,35.0135445920001
3942,W0388,Alta IV Wind Energy Center,0,Terra-Gen Operating Company,Kern,102,WPRS 1,WND,3/12/2011 12:00:00 AM,0,-118.256013726,35.0062004110001
3943,W0389,Alta V Wind Energy Center,0,Terra-Gen Operating Company,Kern,168,WPRS 1,WND,4/21/2011 12:00:00 AM,0,-118.237641928,35.000791674
3944,W0393,"Alta Wind VIII, LLC",0,Alta Wind VIII LLC,Kern,150,WPRS 1,WND,2/1/2012 12:00:00 AM,0,-118.241637009,35.030570314
3945,W0406,Mustang Hills LLC (Alta Wind VI Energy Center),0,EverPower Wind Holdings Inc,Kern,150,WPRS 1,WND,3/17/2012 12:00:00 AM,0,-118.317564486,35.051070769
3946,W0407,Cameron Ridge,0,Terra-Gen Operating Company,Kern,59.67,WPRS 1,WND,12/10/2014 12:00:00 AM,0,-118.321975169,35.0757699280001
3947,W0408,"Coram California Development, LP",0,Coram California Development LP,Kern,102,WPRS 1,WND,3/29/2012 12:00:00 AM,0,-118.248018109,35.015246405
3948,W0415,Pinyon Pines Winds I,0,Terra-Gen Operating Company,Kern,168,WPRS 1,WND,12/7/2012 12:00:00 AM,0,-118.214366669,35.0397321200001
3949,W0416,Pinyon Pines Winds II,0,Terra-Gen Operating Company,Kern,132,WPRS 1,WND,1/1/2013 12:00:00 AM,0,-118.2096138,35.0190649
3950,W0438,Rising Tree Wind Farm III,0,See WPRS for details,Kern,99,WPRS 1,WND,5/15/2015 12:00:00 AM,0,-118.241395883,35.05325399
3951,W0441,Alta X Wind Energy Center,0,See WPRS for details,Kern,136.8,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-118.213370643,35.0699857130001
3952,W0443,Mojave 4 (retired 12/31/2020),1,See WPRS for details,Kern,0,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.280176147,35.050089647
3953,W0444,Mojave 5 (retired 12/31/2020),1,See WPRS for details,Kern,0,WPRS 1,WND,2/21/2011 12:00:00 AM,0,-118.285312611,35.0504435030001
3954,W0376,Difwind VIII - Retired 8/14/2014,1,See WPRS for details,Kern,0,WPRS 1,WND,1/1/1987 12:00:00 AM,0,-118.286471691,35.0896915160001
3955,W0458,Rising Tree Wind Farm I,0,See WPRS for details,Kern,79.2,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-118.22079127,35.077764675
3956,W0459,Rising Tree Wind Farm II,0,See WPRS for details,Kern,19.8,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-118.207473399,35.094018786
3957,W0471,"Voyager Wind II, LLC",0,Not Available,Kern,128.7,WPRS 1,WND,11/7/2018 12:00:00 AM,0,-118.276189602,35.0496676010001
3958,W0472,"Voyager Wind III, LLC",0,Not Available,Kern,43.2,WPRS 1,WND,12/23/2018 12:00:00 AM,0,-118.275886136,35.047964037
3959,W0473,"Voyager Wind IV, LLC",0,Not Available,Kern,21.6,WPRS 1,WND,12/20/2018 12:00:00 AM,0,-118.272591362,35.0511227000001
3960,S0714,Valentine Solar,0,EDF Renewable Energy Inc,Kern,100,Unit 1,SUN,12/1/2019 12:00:00 AM,0,-118.324296773,34.987933437
3961,W0477,Mojave 3-4-5,0,FPL Energy Operating Services Inc,Kern,75,WPRS 1,WND,1/1/2021 12:00:00 AM,0,-118.260769725,35.0461350370001
3962,W0480,"Oasis Alta, LLC",0,"Terra-Gen, LLC",Kern,14.4,WPRS 1,WND,4/14/2021 12:00:00 AM,0,-118.283219721,35.0456530380001
3963,G0366,Lake Shore Mojave  LLC (Retired 8/2013),1,Energy Operations Group,Kern,0,Unit 1,NG,6/12/1990 12:00:00 AM,0,-117.701460112,35.0321369590001
3964,G0625,U S Borax Inc,0,Rio Tinto Minerals,Kern,42,Unit 1,NG,9/25/1984 12:00:00 AM,0,-117.702088201,35.034856566
3965,S0071,SEGS III (Retired 6/30/2021),1,KJC Operating Company,San Bernardino,0,GEN1,SUN,12/18/1986 12:00:00 AM,1,-117.555717453,35.0066906920001
3966,S0072,SEGS IV (Retired 6/30/2021),1,KJC Operating Company,San Bernardino,0,GEN1,SUN,12/18/1986 12:00:00 AM,1,-117.555678993,35.0123702220001
3967,S0074,SEGS V (Retired 6/30/2021),1,KJC Operating Company,San Bernardino,0,GEN1,SUN,9/29/1987 12:00:00 AM,1,-117.555520664,35.0194804430001
3968,S0075,SEGS VI (Retired 6/30/2021),1,KJC Operating Company,San Bernardino,0,GEN1,SUN,12/25/1988 12:00:00 AM,1,-117.566056979,35.020494469
3969,S0076,SEGS VII (Retired 6/30/2021),1,FPL Energy Operating Services Inc,San Bernardino,0,GEN1,SUN,12/29/1988 12:00:00 AM,1,-117.566160121,35.0146473610001
3970,S0073,SEGS IX,0,ESI Operating Services Inc,San Bernardino,92,GEN1,SUN,10/11/1990 12:00:00 AM,1,-117.337778001,35.033475568
3971,S0077,SEGS VIII,1,ESI Operating Services Inc,San Bernardino,0,GEN1,SUN,12/1/1989 12:00:00 AM,1,-117.356517994,35.0314656900001
3972,S0104,Mojave Solar Project,0,Abengoa Solar,San Bernardino,250,"Alpha, Beta",SUN,12/4/2014 12:00:00 AM,1,-117.31033789,35.007260015
3973,N0001,Diablo Canyon,0,Pacific Gas & Electric (PG&E),San Luis Obispo,2323,"Unit 201, Unit 202",NUC,5/7/1985 12:00:00 AM,0,-120.855353559,35.2116648210001
3974,S9077,California National Guard,0,Not Available,San Luis Obispo,1,1,SUN,1/1/2012 12:00:00 AM,0,-120.722953089,35.3212968080001
3975,S9129,Stocker Resources/ Plains Exploration & Production Company,0,Not Available,San Luis Obispo,1.4,1,SUN,1/1/2012 12:00:00 AM,0,-120.623303724,35.1775192150001
3976,E0254,Cold Canyon,0,Toro Energy of California LLC,San Luis Obispo,1.5,CC1,LFG,7/21/2013 12:00:00 AM,0,-120.599339783,35.1868409040001
3977,G0339,McKittrick Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,11/1/1991 12:00:00 AM,0,-119.661899392,35.319359821
3978,G0600,McKittrick Cogeneration Plant,0,Chevron North America Exploration and Production,Kern,11.2,"McK 1, McK 2, McK1, McK2, McK3",NG,10/1/1984 12:00:00 AM,0,-119.659825133,35.315983128
3979,G0601,North Midway Cogeneration Plant,1,Chevron North America Exploration and Production,Kern,9.6,"7, 8, 9, Units 5A 5B",NG,10/1/1986 12:00:00 AM,0,-119.598725115,35.276197086
3980,G0358,Midway-Sunset Cogeneration,0,Edison Mission Operation & Maintenance Inc,Kern,234,"A, B, C",NG,5/8/1989 12:00:00 AM,1,-119.629693686,35.2272649270001
3981,G0031,Oxford Cogeneration Facility (Shutdown 12/2006),1,Aera Energy LLC,Kern,0,"1, 2, 3",NG,9/19/1984 12:00:00 AM,0,-119.605763181,35.2122317970001
3982,G0355,Mid-Set Cogeneration (Retired 12/31/2016),1,Mid-Set Cogeneration Facility,Kern,0,K100,NG,5/19/1989 12:00:00 AM,0,-119.570909391,35.19419299
3983,G0357,MMC Mid-Sun  LLC (Dismantled 4/1/2009),1,MMC Energy Inc,Kern,0,1,NG,1/26/2007 12:00:00 AM,0,-119.624307459,35.230853218
3984,G0627,Dome Lease Project,0,Sentinel Peak Resources California LLC,Kern,6,"T1, T2",NG,8/1/1998 12:00:00 AM,0,-119.583090022,35.2207845460001
3985,G0775,Elk Hills CoGeneration,0,California Resources Corporation,Kern,46.6,"1, 2",NG,11/1/1994 12:00:00 AM,0,-119.470566115,35.2786297050001
3986,G0781,La Paloma Generating,0,La Paloma Generating,Kern,1200,"Gen-1, Gen-2, Gen-3, Gen-4",NG,1/6/2003 12:00:00 AM,1,-119.592197855,35.2956286090001
3987,G0784,Sunrise Power,0,Sunrise Power Company LLC,Kern,572,"ST, X718, X718-719, X719",NG,6/28/2001 12:00:00 AM,1,-119.584094815,35.2104553130001
3988,G0799,Elk Hills Power  LLC,0,Elk Hills Power LLC,Kern,567,"CTG1, CTG2, STG",NG,7/1/2003 12:00:00 AM,1,-119.470070845,35.280460991
3989,S9416,Pumpjack Solar 1 PV,0,Duke Energy North America,Kern,20,1,SUN,12/23/2014 12:00:00 AM,0,-119.596147078,35.237293761
3990,S0551,Castor Solar Project,0,Green Light Energy Corporation,Kern,1.5,Unit 1,SUN,4/2/2016 12:00:00 AM,0,-119.387245524,35.2110390890001
3991,S9067,Inergy Propoane LLC,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.303591239,35.3028446020001
3992,S9195,Ignite Solar LLC_(Alkali Gardner A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.425009093,35.1490758100001
3993,S0525,Algonquin Power SKIC 20 Solar LLC,0,Clearlight Energy,Kern,20,PV,SUN,5/15/2015 12:00:00 AM,0,-119.238469546,35.130240169
3994,S9208,South Kern Solar 1 (1) (SKIC 2012 PV RFO - 1),0,Not Available,Kern,10,Unit 1,SUN,12/31/2016 12:00:00 AM,0,-119.249613084,35.1282807760001
3995,E0257,ABEC Bidart-Old River LLC,0,California Bioenergy LLC,Kern,3.6,1,OBG,3/10/2014 12:00:00 AM,0,-119.108629977,35.188445802
3996,E0306,Carlos Echeverria and Sons Dairy Biogas (<1MW),0,California Bioenergy LLC,Kern,0.99,Unit 1,OBG,2/13/2018 12:00:00 AM,0,-119.116409561,35.173056864
3997,E0308,Lakeview Farms LLC (<1MW),0,California Bioenergy LLC,Kern,0.99,Unit 1,OBG,2/13/2018 12:00:00 AM,0,-119.202921498,35.214295727
3998,G1073,Kern Oil & Refining Bakersfield Refinery,0,Kern Energy,Kern,4.5,58100,NG,10/1/2002 12:00:00 AM,0,-118.918305255,35.2955390070001
3999,S0316,Old River One LLC,0,Onward Energy,Kern,20,1,SUN,12/17/2014 12:00:00 AM,0,-119.08512758,35.220557435
4000,S9193,KDW Solar 1  LLC  (KDW Solar 1 ),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2012 12:00:00 AM,0,-118.988452706,35.3149542090001
4001,S9199,KDW Solar 2  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-118.929075446,35.2828450740001
4002,S0306,Orion 1 Solar,0,Longroad Energy,Kern,12,1,SUN,4/1/2014 12:00:00 AM,0,-118.888702023,35.1453629960001
4003,S0321,Regulus Solar,0,Not Available,Kern,60,1,SUN,10/31/2014 12:00:00 AM,0,-118.847535082,35.3075945410001
4004,S0431,Redcrest Solar Farm,0,S-Power (Sustainable Power Group),Kern,16.66,Unit 1,SUN,8/1/2015 12:00:00 AM,0,-118.809412764,35.3155460460001
4005,S9080,Vaquero Energy Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.816975406,35.317614496
4006,S9087,Grimmway Enterprises  Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.869965346,35.245640108
4007,S9088,Grimmway Enterprises  Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.869980917,35.247199998
4008,S9091,Grimmway Enterprises Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.859404873,35.2612059410001
4009,S9204,Kern River (Bena B),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-118.875580528,35.303728124
4010,S9160,Pine Tree Solar Project,0,Los Angeles Department of Water & Power (LADWP),Kern,8.5,1,SUN,3/15/2013 12:00:00 AM,0,-118.194258464,35.229303773
4011,W0289,Sky River Partnership (ESI Energy  Inc - 6065),0,Not Available,Kern,70.65,WPRS 1,WND,12/11/2012 12:00:00 AM,0,-118.246014801,35.263623393
4012,W0368,Pine Tree Wind Power Plant,0,Los Angeles Department of Water & Power (LADWP),Kern,135,WPRS 1,WND,7/1/2009 12:00:00 AM,0,-118.179879461,35.247049485
4013,S0587,Beacon Solar 1,0,S-Power (Sustainable Power Group),Kern,56,Unit 1,SUN,4/28/2017 12:00:00 AM,0,-118.014431746,35.2694389970001
4014,S0530,RE Barren Ridge 1,0,Recurrent Energy LLC,Kern,60,Unit 1,SUN,4/19/2016 12:00:00 AM,0,-118.068716544,35.2053260430001
4015,S0554,Beacon 3,0,S-Power (Sustainable Power Group),Kern,60,Unit 1,SUN,12/30/2016 12:00:00 AM,0,-118.026695295,35.252010985
4016,S0555,Beacon 4,0,S-Power (Sustainable Power Group),Kern,50,Unit 1,SUN,12/5/2016 12:00:00 AM,0,-118.036113006,35.2478856390001
4017,S0603,Springbok Solar Farm 1,0,62SK 8MW LLC,Kern,105,Unit 1,SUN,4/11/2016 12:00:00 AM,0,-117.959979527,35.2506841480001
4018,S0604,Springbok Solar Farm 2,0,62SK 8MW LLC,Kern,155,Unit 1,SUN,9/6/2016 12:00:00 AM,0,-117.9830641,35.250214649
4019,S0637,Beacon 2,0,CD Arevon USA Inc.,Kern,45,Unit 1,SUN,12/29/2017 12:00:00 AM,0,-118.036314006,35.2547736940001
4020,S0638,Beacon 5,0,CD Arevon USA Inc.,Kern,36,Unit 1,SUN,12/29/2017 12:00:00 AM,0,-118.037380347,35.253508734
4021,S0690,Springbok 3,0,CD Arevon USA Inc.,Kern,119.6,Unit 1,SUN,7/19/2019 12:00:00 AM,0,-117.959868562,35.243269061
4022,C0024,Mohave Generating Station (Nevada) - Retired December 2005,1,Southern California Edison (SCE),Clark,0,"Unit 1, Unit 2",SUB,1/1/1971 12:00:00 AM,0,-114.595927061,35.1330114400001
4023,S9297,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2103_Hill),0,Not Available,San Luis Obispo,0.75,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-120.856920856,35.381918619
4024,G0371,Morro Bay Power Plant (Retired Feb 05 2014),1,LSP Morro Bay LLC,San Luis Obispo,0,"1, 2, 3, 4",NG,10/10/1955 12:00:00 AM,0,-120.856969959,35.3719456740001
4025,S9296,Pristine Sun Fund 1  LLC_(2059_Scherz),0,Not Available,San Luis Obispo,0.75,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-120.499092428,35.480449526
4026,S0245,Topaz Solar Farms LLC,0,Topaz Solar Farms LLC,San Luis Obispo,550,Topaz 1,SUN,9/1/2013 12:00:00 AM,0,-120.061929584,35.376170255
4027,S0240,California Valley Solar Ranch,0,Clearway Energy,San Luis Obispo,250,"1A, 1B",SUN,9/15/2012 12:00:00 AM,0,-119.925272401,35.3437772680001
4028,G0102,Cymric Cogeneration Plants,0,Chevron North America Exploration and Production,Kern,21.04,"31X:TG1, 31X:TG2, 36W:Gen1, 36W:Gen2, 36W:Gen3, 36W:Gen4, 6Z:TG1, 6Z:TG2",NG,10/1/1982 12:00:00 AM,0,-119.68033411,35.3746337330001
4029,G0516,South Belridge Cogen Facility,0,Aera Energy LLC,Kern,60,"1, 2, 3, A, B, C",NG,12/1/1985 12:00:00 AM,0,-119.733508361,35.4483693450001
